Home_Gols_Media,Home_Gols_Sofridos_Media,Home_Aproveitamento,Away_Gols_Media,Away_Gols_Sofridos_Media,Away_Aproveitamento,Home_Gols_Casa_Media,Home_Gols_Sofridos_Casa_Media,Home_Aproveitamento_Casa,Away_Gols_Fora_Media,Away_Gols_Sofridos_Fora_Media,Away_Aproveitamento_Fora,Home_Vitorias,Home_Derrotas,Away_Vitorias,Away_Derrotas,Diferenca_Gols_Media,Diferenca_Gols_Sofridos,Diferenca_Aproveitamento,Diferenca_Gols_Casa_Fora,Diferenca_Aproveitamento_Casa_Fora,Diferenca_Vitorias,Diferenca_Derrotas,Home_Pontos_5,Away_Pontos_5,Home_Pontos_10,Away_Pontos_10,Home_Empates_5,Away_Empates_5,Home_Empates_10,Away_Empates_10,Home_Gols_Media_10,Away_Gols_Media_10,Home_Gols_Sofridos_Media_10,Away_Gols_Sofridos_Media_10,Home_Gols_Casa_Media_10,Away_Gols_Fora_Media_10,Home_Aproveitamento_Casa_10,Away_Aproveitamento_Fora_10,Diferenca_Pontos_5,Diferenca_Pontos_10,Diferenca_Empates_5,Diferenca_Empates_10,Diferenca_Gols_Media_10,Diferenca_Gols_Sofridos_Media_10,Elo_Home,Elo_Away,Diferenca_Elo,Home,Away,Date,Res
1.0,0.6666666666666666,0.5555555555555556,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,5,5,5,5,2,2,2,2,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.0,0.0,1512.0705995231062,1508.0997218813484,63.97087764175785,Cruzeiro,Sport Recife,2012-06-10,H
1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.1111111111111111,1.0,0.0,1.0,0.0,1.0,0.0,2,1,0,2,0.6666666666666667,-0.33333333333333337,0.5555555555555556,1.0,1.0,2,-1,6,1,6,1,0,1,0,1,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,5,5,-1,-1,0.6666666666666667,-0.33333333333333337,1511.8788400665615,1479.7688901196523,92.10994994690918,Gremio,Corinthians,2012-06-10,H
0.3333333333333333,0.6666666666666666,0.2222222222222222,2.3333333333333335,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0,1,3,0,-2.0,-0.33333333333333337,-0.7777777777777778,-1.0,-0.6666666666666667,-3,1,2,9,2,9,2,0,2,0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333,1.0,-7,-7,2,2,-2.0,-0.33333333333333337,1492.3371201895307,1527.2915291912204,25.045590998310217,Bahia,Vasco,2012-06-10,A
0.3333333333333333,1.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,2,0,1,0.0,0.6666666666666666,-0.1111111111111111,0.0,-0.3333333333333333,0,1,1,2,1,2,1,2,1,2,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,-1,-1,-1,-1,0.0,0.6666666666666666,1481.6216469031267,1487.933267872865,53.688379030261785,Portuguesa,Atletico GO,2012-06-10,H
0.6666666666666666,1.3333333333333333,0.1111111111111111,1.0,0.3333333333333333,0.7777777777777778,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,0,2,2,0,-0.33333333333333337,1.0,-0.6666666666666667,0.0,-0.6666666666666667,-2,2,1,7,1,7,1,1,1,1,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,-6,-6,0,0,-0.33333333333333337,1.0,1481.81124364128,1516.8325067387832,24.97873690249685,Palmeiras,Atletico-MG,2012-06-10,A
1.3333333333333333,1.0,0.5555555555555556,2.0,1.0,0.7777777777777778,2.0,2.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1,0,2,0,-0.6666666666666667,0.0,-0.2222222222222222,-1.0,0.0,-1,0,5,7,5,7,2,1,2,1,1.3333333333333333,2.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.3333333333333333,-2,-2,1,1,-0.6666666666666667,0.0,1511.3338702205426,1517.8378365079611,53.49603371258149,Fluminense,Internacional,2012-06-10,D
1.0,0.5,0.6666666666666666,1.25,1.0,0.5,0.5,0.0,0.6666666666666666,1.5,1.5,0.3333333333333333,2,0,1,0,-0.25,-0.5,0.16666666666666663,-1.0,0.3333333333333333,1,0,8,6,8,6,2,3,2,3,1.0,1.25,0.5,1.0,0.5,1.5,0.6666666666666666,0.3333333333333333,2,2,-1,-1,-0.25,-0.5,1520.2498980070493,1508.654221588818,71.59567641823128,Cruzeiro,Figueirense,2012-06-16,H
1.5,0.75,0.6666666666666666,2.75,2.5,0.5,1.5,0.0,1.0,2.5,2.5,0.5,2,0,2,2,-1.25,-1.75,0.16666666666666663,-1.0,0.5,0,-2,8,6,8,6,2,0,2,0,1.5,2.75,0.75,2.5,1.5,2.5,1.0,0.5,2,2,2,2,-1.25,-1.75,1519.3655223858034,1498.2945042347542,81.0710181510492,Internacional,Botafogo RJ,2012-06-16,A
1.25,2.0,0.25,0.25,1.0,0.16666666666666666,2.0,1.5,0.5,0.0,1.0,0.16666666666666666,1,3,0,2,1.0,1.0,0.08333333333333334,2.0,0.33333333333333337,1,1,3,2,3,2,0,2,0,2,1.25,0.25,2.0,1.0,2.0,0.0,0.5,0.16666666666666666,1,1,-2,-2,1.0,1.0,1481.0889074048216,1479.4663602323194,61.62254717250221,Coritiba,Atletico GO,2012-06-17,H
0.75,1.0,0.25,0.25,1.25,0.08333333333333333,1.0,1.5,0.16666666666666666,0.0,1.5,0.0,0,1,0,3,0.5,-0.25,0.16666666666666669,1.0,0.16666666666666666,0,-2,3,1,3,1,3,1,3,1,0.75,0.25,1.0,1.25,1.0,0.0,0.16666666666666666,0.0,2,2,2,2,0.5,-0.25,1491.255986118455,1472.3596135157607,78.89637260269433,Ponte Preta,Corinthians,2012-06-17,H
1.5,2.0,0.3333333333333333,1.25,0.5,0.75,1.5,1.0,0.6666666666666666,1.0,1.0,0.5,1,2,3,1,0.25,1.5,-0.4166666666666667,0.5,0.16666666666666663,-2,1,4,9,4,9,1,0,1,0,1.5,1.25,2.0,0.5,1.5,1.0,0.6666666666666666,0.5,-5,-5,1,1,0.25,1.5,1491.6922276560001,1519.288116670453,32.40411098554705,Nautico,Gremio,2012-06-17,H
1.0,1.25,0.5,1.0,0.25,0.8333333333333334,1.0,0.0,1.0,1.0,0.0,1.0,2,2,3,0,0.0,1.0,-0.33333333333333337,0.0,0.0,-1,2,6,10,6,10,0,1,0,1,1.0,1.0,1.25,0.25,1.0,1.0,1.0,1.0,-4,-4,-1,-1,0.0,1.0,1500.6291150075579,1527.5502164316804,33.078898575877474,Sao Paulo,Atletico-MG,2012-06-17,H
1.0,0.75,0.5,0.75,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.5,0.16666666666666666,1,0,1,2,0.25,-0.25,0.16666666666666669,0.5,0.16666666666666666,0,-2,6,4,6,4,3,1,3,1,1.0,0.75,0.75,1.0,1.0,0.5,0.3333333333333333,0.16666666666666666,2,2,2,2,0.25,-0.25,1509.8061843427004,1490.0885545436722,79.71762979902815,Fluminense,Portuguesa,2012-06-17,H
2.25,1.75,0.5,0.25,0.5,0.25,3.0,2.0,0.6666666666666666,0.0,0.5,0.16666666666666666,1,0,0,1,2.0,1.25,0.25,3.0,0.5,1,-1,6,3,6,3,3,3,3,3,2.25,0.25,1.75,0.5,3.0,0.0,0.6666666666666666,0.16666666666666666,3,3,0,0,2.0,1.25,1509.5595711249268,1490.0083940086884,79.55117711623848,Flamengo RJ,Santos,2012-06-17,H
0.5,1.25,0.08333333333333333,2.25,1.0,1.0,0.5,1.0,0.16666666666666666,1.5,0.5,1.0,0,3,4,0,-1.75,0.25,-0.9166666666666666,-1.0,-0.8333333333333334,-4,3,1,12,1,12,1,0,1,0,0.5,2.25,1.25,1.0,0.5,1.5,0.16666666666666666,1.0,-11,-11,1,1,-1.75,0.25,1471.0935339483829,1538.0111531614398,-6.917619213056923,Palmeiras,Vasco,2012-06-17,D
0.5,1.0,0.16666666666666666,0.75,0.75,0.4166666666666667,0.5,1.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0,2,1,1,-0.25,0.25,-0.25,0.5,0.0,-1,1,2,5,2,5,2,2,2,2,0.5,0.75,1.0,0.75,0.5,0.0,0.16666666666666666,0.16666666666666666,-3,-3,0,0,-0.25,0.25,1481.6174962193113,1499.9204233974053,41.69707282190598,Bahia,Sport Recife,2012-06-17,H
0.8,1.6,0.26666666666666666,1.0,1.0,0.6,1.0,0.5,0.5,1.0,2.5,0.0,1,3,3,2,-0.19999999999999996,0.6000000000000001,-0.3333333333333333,0.0,0.5,-2,1,4,9,4,9,1,0,1,0,0.8,1.0,1.6,1.0,1.0,1.0,0.5,0.0,-5,-5,1,1,-0.19999999999999996,0.6000000000000001,1482.3435783765665,1509.6798941757297,32.66368420083677,Portuguesa,Sao Paulo,2012-06-23,H
2.0,1.0,0.8666666666666667,1.0,0.4,0.7333333333333333,3.0,1.5,1.0,1.5,1.0,0.6666666666666666,4,0,3,0,1.0,0.6,0.13333333333333341,1.5,0.33333333333333337,1,0,13,11,13,11,1,2,1,2,2.0,1.0,1.0,0.4,3.0,1.5,1.0,0.6666666666666666,2,2,-1,-1,1.0,0.6,1537.8120743815814,1528.2178903556674,69.59418402591405,Vasco,Cruzeiro,2012-06-23,A
